"Potential use after free","An allocated memory block is used after it has been freed. Behavior in such cases is undefined and can cause memory corruption.","warning","Memory pointed to by 'tmp' may have [[""been previously freed""|""relative:///CWE-416_2/CWE-416_2_(1).c:31:9:31:12""]].","/CWE-416_2/CWE-416_2_(1).c","44","10","44","12"
"Potential use after free","An allocated memory block is used after it has been freed. Behavior in such cases is undefined and can cause memory corruption.","warning","Memory pointed to by 'tmp' may have [[""been previously freed""|""relative:///CWE-416_2/CWE-416_2_(2).c:31:9:31:12""]].","/CWE-416_2/CWE-416_2_(2).c","44","10","44","12"
